room_id,rating,city,contextualPicturesCount,lat,long,listingObjType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,price,maxGuestCapacity,SYSTEM_LOCK_ON_DOOR,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_SNOWFLAKE,SYSTEM_HAIRDRYER,SYSTEM_DRYER,SYSTEM_SURVEILLANCE,SYSTEM_VIEW_CITY,SYSTEM_JACUZZI,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_BEACH,SYSTEM_POOL,SYSTEM_FIREPIT,SYSTEM_ELEVATOR,SYSTEM_PATIO_BALCONY,SYSTEM_SMOKING_ALLOWED,SYSTEM_FIREPLACE,SYSTEM_FLOWER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_REFRIGERATOR,SYSTEM_BATHTUB,SYSTEM_VIEW_OCEAN,SYSTEM_BREAKFAST,SYSTEM_LUGGAGE_DROP,SYSTEM_CALENDAR,SYSTEM_MICROWAVE,SYSTEM_GYM,SYSTEM_SKI,SYSTEM_MAPS_RESORT
24289651,0.0,quangninh,30,20.95765,107.09193,REGULAR,Wow Ocean Trang trí giường đơn ngay trung tâm Hạ Long,shared_room,0,0.0,0.0,0.0,0,236394,8,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
751057851176098706,0.0,quangninh,7,20.9193942,106.8553702,REGULAR,"Ngôi biệt thự độc lập, có nhiều cây xanh, sạch sẽ",private_room,0,0.0,1.0,0.0,0,399412,1,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
747654587923579717,0.0,quangninh,13,20.724482,107.053356,REGULAR,Khách sạn giá rẻ Coffee Scent với bữa sáng,private_room,0,0.0,0.0,0.0,0,399412,2,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
883685685344995589,0.0,quangninh,30,20.73333,107.04469,REGULAR,Phòng giá rẻ.Phục vụ chu đáo,entire_home,0,0.0,0.0,0.0,0,255624,16,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
932339911292845445,0.0,quangninh,21,20.8503137,106.6752307,REGULAR,GM Homestay- Your second Home 302,private_room,0,0.0,1.0,0.0,0,360646,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
874445693790678735,0.0,quangninh,11,20.865135979254607,106.6731121391058,REGULAR,Central Single Bed,private_room,1,1.0,1.0,0.16666666666666666,0,240104,2,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
932334659366584401,0.0,quangninh,18,20.8503137,106.6752307,REGULAR,GM Homestay-Your second Home 301,private_room,0,0.0,0.0,0.0,0,366255,3,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
874437361328119566,0.0,quangninh,8,20.8648763,106.6731829,REGULAR,Cozy central Flex room 3,private_room,0,1.0,1.0,0.0,0,292141,2,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
24163863,4.57,quangninh,9,20.83587,106.70142,REGULAR,"Phòng riêng, khu vực quốc tế, gần sân bay",private_room,14,0.0,1.0,5.0,0,269773,4,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
708601795259052853,0.0,quangninh,5,20.72839,107.05209,REGULAR,Phòng nghỉ riêng tại Cát Bà,private_room,2,0.0,1.0,7.0,0,303482,4,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
785944916211614464,0.0,quangninh,19,20.8338972,106.7067383,REGULAR,Khách sạn giá rẻ Hải Phòng #1 * GIƯỜNG CỠ QUEEN *,shared_room,0,0.0,0.0,0.0,0,274730,1,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
22911230,4.92,quangninh,23,20.72518,107.05222,REGULAR,Cát Bà Lucky Family Hotel,private_room,12,0.0,0.0,0.0,0,399412,2,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
704195690168297633,4.88,quangninh,21,20.95759,107.05056,REGULAR,"Phòng đẹp, sạch sẽ ở trung tâm Hạ Long (phòng ngẫu nhiên)",private_room,16,0.0,0.0,0.0,0,301367,2,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
699960686661063153,0.0,quangninh,25,21.015446303042626,107.25994057953358,REGULAR,"Phòng ngủ riêng, bề mặt với khung cảnh ngoài trời rộng lớn",private_room,0,0.0,1.0,0.0,0,285294,5,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
867879274009478733,0.0,quangninh,5,20.69651,106.79248,REGULAR,phòng trọ bình dân khu I Đồ Sơn,shared_room,0,0.0,0.0,0.0,0,214146,16,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
24316231,0.0,quangninh,26,20.95816,107.09155,REGULAR,Giường tầng dễ thương tại homestay trên vịnh Hạ Long - tầm nhìn đẹp,shared_room,0,0.0,0.0,0.0,0,236394,8,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
613227739261768457,0.0,quangninh,13,20.95425,107.04522,REGULAR,Tiêu chuẩn - Hướng nhìn ra thành phố,shared_room,0,0.0,0.0,0.0,0,385147,2,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
806683025143127570,0.0,quangninh,23,20.95706,107.00692,REGULAR,Ký túc xá Vịnh Hạ Long,shared_room,0,0.0,0.0,0.0,0,270773,4,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
22644846,4.0,quangninh,30,20.97652,107.15436,REGULAR,Sống cùng gia đình bản xứ Ruby Hạ Long,hotel_room,12,0.0,0.0,0.0,0,261444,16,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
861271123177426403,0.0,quangninh,23,20.76729218455031,107.02127649953614,REGULAR,Homestay nông thôn Cát Bà 1,private_room,0,0.0,1.0,0.0,0,384066,4,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
41972120,0.0,quangninh,23,20.72689,107.04874,REGULAR,PHÒNG GIA ĐÌNH VINTAGE VỚI SEAVIEW AT LÀ TRUNG TÂM,private_room,0,0.0,1.0,0.0,0,350714,4,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
41160086,0.0,quangninh,10,20.874159,106.649551,REGULAR,Phòng 201 - Vân Anh,private_room,0,0.0,1.0,0.0,0,269318,2,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
33316552,0.0,quangninh,23,20.84692,106.71124,REGULAR,It is my house,private_room,0,0.0,1.0,0.0,0,319530,2,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
791211278284108483,0.0,quangninh,18,20.837213339400616,106.70538073232936,REGULAR,Khách sạn giá rẻ Hải Phòng Giường số10 * GIƯỜNG CỠ QUEEN *,shared_room,0,0.0,0.0,0.0,0,243077,1,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
704197221565050207,4.72,quangninh,20,20.95798,107.05191,REGULAR,"Phòng ở trung tâm Hạ Long, phòng rẻ, sạch sẽ, ngẫu nhiên",private_room,18,0.0,0.0,0.0,0,342353,2,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
15063396,4.61,quangninh,30,20.72772,107.05215,REGULAR,NHÀ KHÁCH DÀI 9,private_room,23,0.0,0.0,0.0,0,323718,4,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
32478519,0.0,quangninh,6,20.82379,106.692,REGULAR,HAI PHONG APARTMENT 2,private_room,0,0.0,1.0,0.0,0,342353,2,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
791210564158979633,0.0,quangninh,20,20.83716105077329,106.7054013758735,REGULAR,Khách sạn giá rẻ Hải Phòng Giường số9 * GIƯỜNG CỠ QUEEN *,shared_room,0,0.0,0.0,0.0,0,270260,1,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
31095325,0.0,quangninh,7,20.72673,107.05208,REGULAR,phòng đôi,private_room,2,0.0,1.0,5.0,0,267035,4,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
861255970133728204,0.0,quangninh,23,20.76737243864659,107.0214481609131,REGULAR,Cat Ba Countryside Homestay 3,private_room,0,0.0,1.0,0.0,0,384066,4,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
31276258,4.25,quangninh,23,20.84551,106.65012,REGULAR,Nhà nghỉ Bảo Minh Twin room,private_room,8,0.0,0.0,0.0,0,342353,2,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
48025156,0.0,quangninh,18,20.85189,106.71336,REGULAR,Phòng studio thoải mái,entire_home,0,0.0,0.0,0.0,0,399412,2,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
620089000756076754,0.0,quangninh,7,20.847183227539062,106.70891571044922,REGULAR,Khách sạn giá rẻ có chỗ để ô tô,private_room,0,0.0,0.0,0.0,0,316758,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
897355602210670591,0.0,quangninh,5,20.86006,106.63569,REGULAR,cho thuê căn hộ Hoàng Huy Pruksa,private_room,0,0.0,1.0,0.0,0,248336,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
688283097193214038,4.67,quangninh,21,20.959,107.05162,REGULAR,"Phòng có Giá rẻ và sạch sẽ, trung tâm, (phòng ngẫu nhiên)",private_room,6,0.0,0.0,0.0,0,342353,2,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
42111598,0.0,quangninh,12,20.7473,106.66715,REGULAR,Lengkeng - Giường trong nhà trọ tập thể lấp lánh dành cho bạn bè,private_room,0,0.0,0.0,0.0,0,285294,8,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
41160628,0.0,quangninh,10,20.874159,106.649551,REGULAR,Phòng 203 - Vân Anh,private_room,0,0.0,1.0,0.0,0,269318,2,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
38782507,0.0,quangninh,15,20.72511,107.04971,REGULAR,"chúng tôi có quán rượu, nhà hàng",private_room,0,0.0,0.0,0.0,0,345600,2,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
25017941,0.0,quangninh,7,20.72612,107.05336,REGULAR,Nhà khách Bảo Long 2,private_room,0,0.0,0.0,0.0,0,323718,2,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
25017997,4.88,quangninh,3,20.72612,107.05336,REGULAR,Nhà khách Bảo Long 1,private_room,8,0.0,0.0,0.0,0,323718,4,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
896299291259297627,0.0,quangninh,14,21.05511,106.73699,REGULAR,Phòng cộng đồng cho 20 khách,shared_room,0,0.0,0.0,0.0,0,385676,16,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
