room_id,rating,city,contextualPicturesCount,lat,long,listingObjType,name,roomTypeCategory,canInstantBook,price,maxGuestCapacity,SYSTEM_BEACH,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_HAIRDRYER,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_VIEW_CITY,SYSTEM_FLOWER,SYSTEM_POOL,SYSTEM_PETS,SYSTEM_ELEVATOR,SYSTEM_VIEW_OCEAN,SYSTEM_PATIO_BALCONY,SYSTEM_JACUZZI,isSuperHost,isVerified,SYSTEM_LOCK_ON_DOOR,SYSTEM_DRYER,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_VIEW_MOUNTAIN,reviewCount,SYSTEM_LUGGAGE_DROP,SYSTEM_BREAKFAST,SYSTEM_SMOKING_ALLOWED,yearHosting
43989374,0.0,quangninh,22,20.95248,107.07145,REGULAR,Amber Homestay Ha Long,entire_home,0,2676074,6.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0,2.0,2.0,2.0,0
757609727371835573,0.0,quangninh,16,21.39941,106.90756,REGULAR,"Phòng Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm",entire_home,0,2697661,4.0,2.0,2.0,1,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0,2.0,2.0,2.0,0
843874733347844256,0.0,quangninh,30,20.95777557130286,107.08275367539369,REGULAR,"Căn hộ chung cư cao cấp 2 phòng ngủ, Ha Long",entire_home,0,2759937,4.0,2.0,1.0,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0,2.0,2.0,2.0,0
763565539504013108,0.0,quangninh,23,21.40641,106.91178,REGULAR,Homestay những năm 1900,entire_home,0,2697681,3.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0,2.0,2.0,2.0,0
34055945,4.6,quangninh,23,20.77312,107.05239,REGULAR,"Thuyền nhà Trần, chèo thuyền kayak miễn phí ở vịnh Lan Hà",private_room,0,2670684,2.0,2.0,1.0,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,30,1.0,1.0,2.0,0
792366875030346699,0.0,quangninh,15,20.95874,107.01399,REGULAR,Chào mừng bạn đến với Junchie 's Home!,entire_home,0,2601884,10.0,2.0,1.0,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0,2.0,2.0,2.0,0
853518465028365780,0.0,quangninh,14,20.951676745389733,107.02603451907635,REGULAR,Home Stay Newlife,entire_home,0,2641010,5.0,1.0,1.0,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0,2.0,2.0,2.0,0
3807893,0.0,quangninh,27,20.95251,107.02285,REGULAR,Đêm ngọt ngào trên Golden Star Cruise 2 ngày/1 đêm,shared_room,0,2697661,10.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0,2.0,2.0,2.0,0
853142357859631026,0.0,quangninh,12,20.95914,107.00825,REGULAR,Thoải mái và năng động,private_room,0,2738825,4.0,1.0,1.0,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0,2.0,2.0,2.0,0
39161094,0.0,quangninh,23,20.77544,107.05683,REGULAR,"Chanchan houseboat, free kayak in Lan Ha bay",private_room,0,2670684,2.0,2.0,2.0,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0,1.0,1.0,1.0,0
38675993,0.0,quangninh,23,20.77341,107.04969,REGULAR,Chanchan houseboat,private_room,0,2670711,2.0,2.0,2.0,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1,1.0,1.0,2.0,4
15108165,4.89,quangninh,30,20.96242,107.0171,REGULAR,Chi Gừng,private_room,0,2665219,10.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,19,2.0,2.0,2.0,7
35019768,0.0,quangninh,19,20.96,107.01602,REGULAR,KHÁCH SẠN TRUNG TÂM XA XỈ HA LONG,hotel_room,0,2624707,2.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0,2.0,2.0,2.0,0
33735984,0.0,quangninh,12,20.95942,107.00619,REGULAR,Căn hộ cao cấp Chủ nhật,entire_home,0,2620545,6.0,2.0,2.0,1,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0,2.0,2.0,2.0,0
27436991,0.0,quangninh,7,20.95171,107.025,REGULAR,Best price - 3 bedroom apartment in Ha Long,entire_home,0,2738825,6.0,2.0,1.0,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0,2.0,2.0,2.0,0
46116642,0.0,quangninh,10,20.9535,107.10146,REGULAR,Toàn bộ tầng/3BR/cửa hàng sang trọng ấm cúng - Khách sạn addy,entire_home,0,2697681,6.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0,1.0,2.0,2.0,0
30916709,0.0,quangninh,30,20.95886,107.00712,REGULAR,Vịnh Hạ Long ngắm toàn bộ Căn hộ 3BR - Hồ bơi miễn phí,entire_home,0,2656001,4.0,1.0,1.0,1,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0,2.0,2.0,2.0,0
6735311,4.14,quangninh,11,20.85632,106.68094,REGULAR,Căn hộ Cindy Hotel - Hải Phòng,entire_home,0,2697681,4.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,7,2.0,2.0,2.0,0
