room_id,rating,city,contextualPicturesCount,lat,long,listingObjType,name,roomTypeCategory,reviewCount,canInstantBook,price,maxGuestCapacity,SYSTEM_BEACH,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_POOL,SYSTEM_TV,SYSTEM_ELEVATOR,SYSTEM_WASHER,SYSTEM_SNOWFLAKE,SYSTEM_PATIO_BALCONY,isSuperHost,isVerified,yearHosting,SYSTEM_LOCK_ON_DOOR,SYSTEM_VIEW_OCEAN,SYSTEM_PETS,SYSTEM_REFRIGERATOR,SYSTEM_BREAKFAST,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_FLOWER,SYSTEM_DRYER,SYSTEM_SURVEILLANCE,SYSTEM_VIEW_CITY,SYSTEM_VIEW_MOUNTAIN,SYSTEM_FIREPIT,SYSTEM_HAIRDRYER,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_BOAT_SAIL,SYSTEM_LUGGAGE_DROP,SYSTEM_SMOKING_ALLOWED,SYSTEM_JACUZZI,SYSTEM_EV_CHARGER,SYSTEM_FIREPLACE,SYSTEM_MAPS_RESORT,SYSTEM_TOYS,SYSTEM_SKI,SYSTEM_CALENDAR
20841767,4.67,quangninh,29,20.8363,106.72185,REGULAR,Nhà của Kiara - Phòng ấm cúng tại Biệt thự Morrocan,private_room,63,0,513530,2,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
778596661592490449,0.0,quangninh,11,20.95967,107.00959,REGULAR,Căn hộ view biển tại thành phố Hạ Long,entire_home,0,0,511079,4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
623424256387180031,4.92,quangninh,19,20.769485473632812,107.02233123779297,REGULAR,Cat ba park homestay - single room 1,private_room,24,0,570589,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40660412,5.0,quangninh,2,20.95502,107.04853,REGULAR,"Ký túc xá BBQ Hạ Long - phòng 402- 502, bao gồm ăn sáng",private_room,4,0,516816,2,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
877808670926560599,5.0,quangninh,16,20.952521350253903,107.08045000883845,REGULAR,Orion Hotel Halong,private_room,3,0,544368,16,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
28728634,4.84,quangninh,30,20.76872,107.06477,REGULAR,10. InnerX-Stay. Ha Long Floating Homestay,private_room,258,0,566494,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
931192630709019217,0.0,quangninh,8,20.8528295,106.6853692,REGULAR,Căn hộ cho thuê,private_room,0,0,429083,3,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
878696428197632765,5.0,quangninh,11,20.863931028858385,106.65939196944238,REGULAR,Cosy private room on high floor,private_room,5,0,570589,2,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
923825086037536501,0.0,quangninh,23,20.819439672664835,106.68544977585755,REGULAR,Space Apartment & Homestay,private_room,0,0,431608,2,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
724560014305715861,4.14,quangninh,10,20.854977261962162,106.666876680426,REPRESENTATIVE,Merci Apartment & Homestay số 14 - HH Riverside,private_room,7,0,500000,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
848854249293420513,0.0,quangninh,6,20.86547,106.66331,REGULAR,"Vinhomes Imperia, căn hộ 1 ngủ xinh, Full nội thất",private_room,0,0,570589,2,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
856199359620528461,0.0,quangninh,17,20.9503804,107.0788939,REGULAR,T4 Vị trí trung tâm đủ tiện ích,private_room,0,0,485925,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
766440286419266287,5.0,quangninh,30,20.8599097,106.6726417,REGULAR,Lều Vịt Đất 2,private_room,5,0,566676,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5833333333333334,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
765029656354541094,0.0,quangninh,9,20.86509,106.66785,REGULAR,"Vinhomes Imperia, META HOME Apartment&Homestay",private_room,0,0,543629,2,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
932518823731839810,0.0,quangninh,30,20.865758100163465,106.60642084041305,REGULAR,Sakura Eco farm in the HaiPhong city center #1,entire_home,0,0,521297,4,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
43681654,4.83,quangninh,10,20.863,106.66211,REPRESENTATIVE,Merci Apartment & Homestay No.1 - Vinhomes Imperia,entire_home,12,0,485000,2,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
883993706319587559,0.0,quangninh,11,20.864841376530848,106.66551714504047,REGULAR,An's House Apartment #301 - Vinhomes Imperia,entire_home,0,0,641076,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
35621905,4.75,quangninh,24,20.95448,107.08541,REGULAR,Không Gian Ẩn Hạ Long - Friendzone,private_room,4,0,513530,4,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
912614977711016871,0.0,quangninh,5,20.86507,106.6624,REGULAR,Căn hộ Áp mái nhỏ nhắn xinh xắn Vinhomes Imperia,entire_home,0,0,542059,2,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
40311847,4.38,quangninh,20,20.8391,106.71434,REGULAR,Căn hộ cao cấp - HK Apartment & Hotel,private_room,8,0,550000,2,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
831614693817476525,0.0,quangninh,30,20.9581169,107.0509214,REGULAR,La Casa Homestay Hạ Long,private_room,0,0,456471,8,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
872417197360674721,0.0,quangninh,10,20.856090107117854,106.68419402092695,REGULAR,Sunflower Homestay (Phòng ngủ phong cách Hàn Quốc),private_room,1,0,520000,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.25,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40733077,4.9,quangninh,30,20.86928,106.66544,REGULAR,Studio Khánh Phong Ven 2112 Vinhome Imperia,private_room,10,0,523412,2,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
21520375,5.0,quangninh,30,20.83485,106.6955,REGULAR,Trung tâm Lặng lẽ Sạch sẽ Thân thiện Haiphong Homestay,private_room,10,0,427941,9,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
40064777,4.88,quangninh,30,20.76792,107.06421,REGULAR,"6.InnerX-Stay, Ha Long Floating Homestay",private_room,107,0,566494,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
34285697,4.87,quangninh,30,20.76817,107.06563,REGULAR,"3.InnerX-Stay, Ha Long Floating Homestay",private_room,164,0,577321,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
913419758990963352,0.0,quangninh,11,20.863152006589672,106.66602627805871,REGULAR,An's House Apartment #201 - Vinhomes Imperia,entire_home,0,0,642084,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
912700148556792806,0.0,quangninh,6,20.86378,106.66353,REGULAR,Căn hộ 1 ngủ Vinhomes Imperia,entire_home,0,0,536003,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
872279379215375728,0.0,quangninh,12,20.85748,106.68327,REGULAR,Sunflower Homestay (Nhà sàn riêng biệt),private_room,1,0,440000,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.25,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
762920341516026005,0.0,quangninh,13,20.86354,106.6681,REGULAR,"Căn hộ Vinhomes Imperia rộng rãi, đầy đủ nội thất",private_room,0,0,571845,2,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
41524341,0.0,quangninh,30,20.85288,106.71455,REGULAR,Căn hộ S20 - Phòng học - Hải Phòng,entire_home,0,0,467883,6,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
908303348247510268,0.0,quangninh,8,20.86807,106.65516,REGULAR,Phòng Master giường lớn trong căn hộ 2 phòng ngủ,private_room,0,0,517940,1,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
31368160,4.75,quangninh,7,20.94332,107.02347,REGULAR,Phòng Hoa Hồng tại Nhà khách Đặng Quảng.,private_room,17,0,584283,2,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
848140337261615281,0.0,quangninh,13,20.9614104,107.0084906,REGULAR,-15% Studio with amazing views of Cua Luc Gulf,entire_home,0,0,513530,3,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
689575507748843049,0.0,quangninh,6,20.86451,106.66381,REPRESENTATIVE,Merci Apartment & Homestay số 11 - Vinhome Imperia,private_room,0,0,532000,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
27642684,4.85,quangninh,12,20.9675,107.02054,REGULAR,Phòng đôi riêng đẹp - Nhà khách Đặng Quang,private_room,21,0,524941,2,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
572672574025788221,4.43,quangninh,13,20.73782,107.03279,REGULAR,Cabin trên cùng Moutain M5,private_room,14,0,570589,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,7.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
864207680372972510,0.0,quangninh,16,20.960632784088556,107.00610235333443,REGULAR,Green Bay Garden Residence Hạ Long,private_room,0,0,547765,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
41015291,4.63,quangninh,25,20.95796,107.09079,REGULAR,Hạ Long Nhà truyền thống ngư dân địa phương,private_room,8,0,460000,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
691555147299292506,4.76,quangninh,6,20.72553,107.04994,REGULAR,Little Việt Nam - Cat Ba Central Boutique Hostel,private_room,17,0,427941,2,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
770665047969764300,5.0,quangninh,19,20.95797,107.00413,REGULAR,Thủy Tùng Hạ Long Homestay,entire_home,3,0,570589,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
877093501297971158,0.0,quangninh,5,20.72777,107.04284,REGULAR,Seoul Hotel And Apartment - Deluxe room 304,private_room,0,0,446737,2,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
