room_id,rating,city,contextualPicturesCount,lat,long,listingObjType,name,roomTypeCategory,reviewCount,canInstantBook,price,maxGuestCapacity,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_PATIO_BALCONY,SYSTEM_FLOWER,SYSTEM_FIREPLACE,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_SMOKING_ALLOWED,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_VIEW_OCEAN,SYSTEM_COOKING_BASICS,SYSTEM_WORKSPACE,SYSTEM_TV,SYSTEM_SURVEILLANCE,SYSTEM_WI_FI,SYSTEM_WASHER,isSuperHost,isVerified,yearHosting,SYSTEM_JACUZZI,SYSTEM_SNOWFLAKE,SYSTEM_BREAKFAST,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_BEACH,SYSTEM_VIEW_MOUNTAIN,SYSTEM_ELEVATOR,SYSTEM_POOL,SYSTEM_MICROWAVE,SYSTEM_CALENDAR,SYSTEM_DRYER,SYSTEM_VIEW_CITY,SYSTEM_EV_CHARGER,SYSTEM_REFRIGERATOR,SYSTEM_GYM
877734847362942808,0.0,quangninh,6,20.9526,107.00032,REGULAR,Unique sea view Alacarte 1br,entire_home,0,0,2282354,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40457395,0.0,quangninh,18,20.73265,107.05831,REGULAR,Gói 3d2n Cát Bà - Vịnh Lan Hà - Ninh Bình,private_room,0,0,2396472,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
732081205076688070,0.0,quangninh,8,21.534718961677008,107.96346649629517,REPRESENTATIVE,Phòng đôi cao cấp - Sunshine Hotel Móng Cái,private_room,0,0,2214000,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
836667819539999821,0.0,quangninh,26,20.95756,107.00661,REGULAR,HaLongBayView 2Br Apartment,entire_home,0,0,2198592,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40540170,0.0,quangninh,9,20.85491,106.67341,REGULAR,PHÒNG GIA ĐÌNH- KHÁCH sạn và CĂN hộ VICTORY,entire_home,0,0,2282354,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
33651111,0.0,quangninh,21,20.95229,107.02352,REGULAR,Homestay Ha Long Luxury ( Ocean View),entire_home,0,0,2369573,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
30427865,4.67,quangninh,19,20.71361,107.02327,REGULAR,Giá rất tốt! Lịch trình tuyệt vời - Vịnh Lan Hà,private_room,6,0,2293766,16.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
759059057612357512,0.0,quangninh,21,20.952219216821227,107.02455652267338,REGULAR,Căn hộ 3 phòng ngủ sang trọng,entire_home,0,0,2200841,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
28791588,0.0,quangninh,20,20.95752,107.00768,REGULAR,Quang cảnh biển La Mer Hạ Long,entire_home,0,0,2289413,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
23778766,4.9,quangninh,30,20.95204,107.02455,REGULAR,Gió Hạ Long - HaLongbay 3 phòng ngủ cảnh quan #sói nắng,entire_home,60,0,2350825,12.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
19792840,5.0,quangninh,6,21.41203,107.23214,REGULAR,Căn hộ một phòng ngủ xinh xắn này Ban Hong,entire_home,3,0,2346967,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
48821996,0.0,quangninh,14,20.83132,106.72333,REGULAR,Hai Phong comfortable Room near @Catbi Airport,entire_home,0,0,2278001,11.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40474529,0.0,quangninh,22,20.95922,107.00268,REGULAR,"Căn hộ khách sạn lịch sự, thân thiện",entire_home,0,0,2346472,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
684444334719890285,0.0,quangninh,18,20.95154,107.07252,REGULAR,Doris Homestay Hạ Long,entire_home,0,0,2282354,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
30914131,0.0,quangninh,30,20.95732,107.00647,REGULAR,Hướng nhìn ra biển Nơi gần nhất để đến vịnh Hạ Long Du thuyền 2BR,entire_home,0,0,2240475,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
24749967,0.0,quangninh,22,20.952,107.02456,REGULAR,Nha Canh Homestay,entire_home,0,0,2282354,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
26309085,0.0,quangninh,11,20.95945,107.05992,REGULAR,HA LONG DC APARTMENT,entire_home,0,0,2282354,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
43794371,0.0,quangninh,20,20.95667,107.07938,REGULAR,Căn hộ 2 phòng có ăn sáng - 4NL 2TE (dưới 6 tuổi),private_room,0,0,2225295,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
732148924509889397,0.0,quangninh,8,21.5348986,107.9636167,REPRESENTATIVE,Superior Twin - Sunshine Hotel Mong Cai,private_room,0,0,2256667,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
15351131,4.67,quangninh,9,20.95816,107.05192,REGULAR,Khách sạn ánh sao,private_room,3,0,2282354,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
45406273,0.0,quangninh,27,20.73168833651205,107.04912433809815,REGULAR,CATBA CENTRAL HOMESTAY,private_room,0,0,2282354,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40383974,0.0,quangninh,5,20.95814467159951,107.05056242698365,REGULAR,phòng riêng tại trung tâm Hạ Long,private_room,0,0,2282354,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
29394251,0.0,quangninh,30,20.9536,107.02432,REGULAR,Nhà gió biển Tháp Newlife,entire_home,0,0,2282354,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
35187383,0.0,quangninh,6,20.83754,106.6944,REGULAR,Khách sạn Paradise Suite 4* @ Đảo Tuần Châu,private_room,0,0,2202472,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
